id,risks_text,gender_bin,gender_cat
1269,"The classic risk of automation is the reduction in available jobs for humans. The issue with that is that as new technology replaces humans, time and again, new industries develop to fill the gap, a bigger indirect risk of automation isn't automation, but the reason behind the need to introduce automation into a specific field. The biggest risk for AI is that it's 'genocide bingo', eventually an AGI will be created, and if any single parameter isn't set perfectly, it will do exactly what we would do in its shoes. - Though the risk we've been seeing for some time is the predictive ability of many programs, to know what we're going to do before we do. The artificial removal of even the understanding of free choice, a communists dream.",Man,Man
1270,not sure,Man,Man
1272,losing jobs,Man,Man
1274,Everyrhing,Woman,Woman
1276,less use for people,Man,Man
1279,No jobs for humans,Man,Man
1282,Loss of connection between people.,Woman,Woman
1283,None,Man,Man
1284,Taking the place of humans. The world has been created and ran by humans for years and should continue to do so.,Woman,Woman
1286,Becoming too confident and causing detriment to individuals and society,Woman,Woman
1288,Not sure,Woman,Woman
1289,Not sure,Woman,Woman
1290,"Cause loss of jobs, fear of one's employment position, and uncertainty on the job market.",Woman,Woman
1291,Not being able to make decisions in extreme and unknown situations,Woman,Woman
1292,Job loss. ... Privacy concerns. ..,Man,Man
1293,Take over peoples jobs,Woman,Woman
1294,Lose job,Woman,Woman
1300,loss of personal connection and the risk of personal data being taken,Man,Man
1301,Na,Woman,Woman
1304,Take over jobs,Woman,Woman
1307,Disinformation,Man,Man
1309,"The biggest risk is the great potential of criminals, and others looking to personally take advantage of others, using these tools for the detriment of society.",Man,Man
1310,People lose competency in the processes we rely on AI for,Woman,Woman
1313,"Can take away jobs, make people dumber",Man,Man
1317,Don’t know,Woman,Woman
1323,Replacing humans,Man,Man
1325,Removing the humanity. And making what seem like logical choices but aren’t giving the complexities of society,Woman,Woman
1326,Lots of people will lose their job,Man,Man
1327,Replacing peoples jobs forcing them to learn new skills,Man,Man
1328,less of a human response.,Man,Man
1330,life as we know it,Woman,Woman
1331,Reducing the workforce by replacing them with automation. This reduces the amount of money put into the economy.,Woman,Woman
1332,SAME RESULT,Woman,Woman
1334,do not see any,Man,Man
1335,Human beings risk losing jobs when automation is brought in to do their jobs. Same with AI.,Woman,Woman
1336,not sure,Woman,Woman
1337,"Well it seems that in this latest war in Israel/Gaza, there are new weapons that are inflicting 4th degree burns. I have no doubt that these inventions came out of AI. It was doctors trying to treat the wounded who expressed concern about this. I’m horrified to think that such fantastic technology is being wasted developing better weapons when we still have no cures for many terrible diseases. There’s going to be many a moral dilemma and unfortunately it will be with parties like the Terrorist group Hamas who don’t seem to feel the need to obey any sort of laws. We must try to carefully restrict these tools in the future so that they don’t fall into the wrong hands.",Woman,Woman
1344,Daddy will take away from the jobs,Woman,Woman
1346,AI taking over the world,Woman,Woman
1347,That society wont adapt to no one having a job and making money.,Man,Man
1348,identify theft,Woman,Woman
1349,Taking jobw,Man,Man
1350,Its all about money,Woman,Woman
1352,Job loss,Woman,Woman
1356,taking jobs away in the lower income bracket,Woman,Woman
1359,Faking of personalities to sell things. Scams.,Woman,Woman
1362,Kill us all,Woman,Woman
1363,people not needing to make choices,Woman,Woman
1366,Unemployment,Woman,Woman
1368,"Society becoming dependant on it. Taking jobs away. Taking away from creative jobs for artists, writers etc. Art not being authentic anymore",Woman,Woman
1378,"I believe the risk is, AI maybe to smart and run people rather than people running AI",Woman,Woman
1381,"That they advance to the point that they start to work with each other, eventually thinking that humans are unnecessary and destroy us all.",Man,Man
1382,Replace human jobs,Woman,Woman
1385,Human lives and privacy is being compromised,Man,Man
1386,"If we have another major blackout, this will bring companies to a standstill and many of these programs are at risk for failing.",Woman,Woman
1388,Nit sure,Woman,Woman
1390,They lack the human intellect to make discretionary decisions,Man,Man
1391,None,Man,Man
1392,Losing jobs,Man,Man
1396,Not sure,Woman,Woman
1397,Elimination of low tier jobs,Man,Man
1399,None,Man,Man
1401,Loose interaction with others.,Man,Man
1402,Electronics an be dangerous in many ways,Woman,Woman
1404,AI could decide we are bad for the earth and we should disappear,Woman,Woman
1406,Just be careful what information give,Woman,Woman
1410,data sharing,Woman,Woman
1412,I am not sure.,Man,Man
1417,They may take over,Woman,Woman
1418,It may threaten the privacy,Man,Man
1422,The ability to defraud people,Woman,Woman
1423,Over relying on the technologies,Man,Man
1426,Na,Man,Man
1428,They may take away many jobs that people currently rely on. AI can also be ineffective in school settings because it can easily allow for students to use AI to do their work for them,Woman,Woman
1429,If it will start to Glitch,Woman,Woman
1431,Creating unreal life,Woman,Woman
1432,not sure,Woman,Woman
1435,It might take over people’s jobs,Man,Man
1437,People losing the motivation,Woman,Woman
1438,People believing it actually is intelligent.,Man,Man
1440,"Gains knowledge on the users data, (privacy concerns)",Woman,Woman
1441,Too much human reliance on unreliable machines.,Woman,Woman
1442,a significant portion of the population doing 9 to 5 jobs will have to find something else to do.,Man,Man
1444,Lost jobs,Woman,Woman
1446,That AI takes control,Woman,Woman
1449,People may lose job,Woman,Woman
1453,JOBS LOES,Man,Man
1455,People losing jobs,Woman,Woman
1456,War,Man,Man
1457,Taking away jobs for the everyday person who depend on this,Woman,Woman
1458,Not able to shut it down.,Woman,Woman
1462,To take over jobs of humans,Man,Man
1465,More data is needed,Man,Man
1467,AI might not be uniformly reliable and it may cost jobs.,Man,Man
1468,They will reduce jobs of many people in various sectors,Woman,Woman
1469,Malfunction,Man,Man
1472,Privacy,Woman,Woman
1474,Failure,Woman,Woman
1476,"Replaces so many jobs .. ......jobs that promises income, security to others....machines will eradicate humans",Woman,Woman
1477,Not sure,Woman,Woman
1478,Not allowing people to think for themselves,Woman,Woman
1479,I don't know,Woman,Woman
1481,No idea,Man,Man
1484,The criminal purposes it can be put to. I think we need to put laws and limits into place now.,Man,Man
1487,Too rapid technological advancement.,Man,Man
1488,Replacing humans,Man,Man
1489,Job loss,Man,Man
1490,Taking peoples jobs,Man,Man
1492,Less job for people,Woman,Woman
1495,Lose of jobs,Man,Man
1499,i have nothing to add,Man,Man
1501,Job lose,Woman,Woman
1502,That it will be rushed to market,Man,Man
1503,Idk,Man,Man
1504,Stealing our data and impersonating people without us being able to tell what is real,Woman,Woman
1505,Giving false information and potential of ruining the world,Woman,Woman
1506,no idea,Man,Man
1507,AI only knows what it is programed to know.,Woman,Woman
1508,loss of good jobs,Man,Man
1509,People will not be able to find jobs or think for themselves.,Man,Man
1510,"Largely it being abused by companies to squeeze profit. The most basic example is kiosks at a fast food restaurant replacing human cashiers. If everything becomes automated but nothing to replace it, then it'll rupture many industries.",Man,Man
1511,Rich people using it to get richer,Man,Man
1512,humans become useless,Man,Man
1515,jobs,Man,Man
1516,"Loss of several jobs, usually low pay ones and freelancer positions (writers, illustrators, artists, cashiers, warehouse pickers)",Woman,Woman
1517,Regulation,Woman,Woman
1518,losing jobs for humans,Woman,Woman
1519,It will take many jobs from people,Woman,Woman
1521,none,Man,Man
1522,I don't know,Woman,Woman
1526,"Possible job loss, possible privacy loss, possible information loss (disconnect between how someone lives and what someone knows about the manufacture of products consumed)",Woman,Woman
1528,Human interaction,Man,Man
1532,"The biggest risk is a loss of jobs as we know them today, but can lead to new jobs through training.",Woman,Woman
1534,We'll become to dependent on ai,Woman,Woman
1535,"Spread of misinformation, danger in wrong hands, lack of rules and controls.",Woman,Woman
1536,The lack of understanding either the benefits or the consequences of using AI.,Woman,Woman
1537,Skynet,Man,Man
1538,"Not being able to tell real from fake, losing jobs",Woman,Woman
1539,Idk,Man,Man
1541,"Loss of jobs and people skills. Also, the risk that someday AI will be clever enough to make decisions detrimental to the good of the world.",Woman,Woman
1542,If ai can ever actually become aware enough to dislike humans,Man,Man
1543,Not sure,Woman,Woman
1545,"loss of control / understanding of what is happening, and inequality.",Man,Man
1546,Misuse of data,Man,Man
1550,Errors,Man,Man
1556,Could create massive unemployment.,Man,Man
1558,Replacing people,Woman,Woman
1559,N/A,Man,Man
1567,Unemployment rate increases,Man,Man
1569,AI taking over the world,Woman,Woman
1572,Need to learn new skills,Man,Man
1575,I do not know,Woman,Woman
1577,Skynet,Man,Man
1578,Disconnecting with real people,Woman,Woman
1579,It will make people lose their jobs,Woman,Woman
1580,I don't know,Woman,Woman
1581,They could be used for bad,Woman,Woman
1584,I don’t know,Woman,Woman
1585,Everything which humans do wil be taken over by those technology,Woman,Woman
1588,I don’t know,Man,Man
1589,Humans lose ions,Man,Man
1591,Loss of privacy and complete disaster,Woman,Woman
1593,Data compromised,Man,Man
1596,Less jobs for humans,Woman,Woman
1601,They might not understand emotions and take over our jobs,Woman,Woman
1602,"Governments, companies or people using it for nefarious purposes",Man,Man
1605,many,Man,Man
1606,Too much power and loss of jobs,Woman,Woman
1607,"loss of jobs, security risk",Woman,Woman
1608,"Job loss leading to stress -- mental health issues; human interaction, privacy issues, manipulation of data in order to enhance/eliminate/manipulate political agenda; security in financial, trade, commerce areas; lack of human intervention, creativity, thought; unimaginable levels of hacking causing disruption in all areas of human life. Orwellian! Not a Brave New World? Scary!",Woman,Woman
1610,"In wrong hands or with not enough regulation, AI can become a danger for humanity. Also AI will replace many jobs in the future, making it more difficult for people to find work in a world that already struggles with overpopulation.",Woman,Woman
1612,"decrease jobs, labour",Man,Man
1615,Game changer for dystopian society,Man,Man
1618,dunno,Man,Man
1619,Taking over humanity,Woman,Woman
1620,Both have a high risk of putting people out of work.,Woman,Woman
1621,Security,Woman,Woman
1622,AI might build the cars without the help of humans. And there goes the jobs.,Woman,Woman
