id,gender_bin,b_cls,r_cls,benefit_uncertainty,risk_uncertainty,unc_index
2664,Woman,substantive,substantive,0.0,0.0,0.0
2665,Woman,uncertain,substantive,1.0,0.0,0.5
2666,Man,uncertain,,1.0,,
2667,Man,substantive,substantive,0.0,0.0,0.0
2668,Man,uncertain,,1.0,,
2669,Man,missing,,,,
2670,Man,substantive,substantive,0.0,0.0,0.0
2671,Man,uncertain,uncertain,1.0,1.0,1.0
2672,Woman,substantive,,0.0,,
2673,Woman,substantive,,0.0,,
2674,Woman,substantive,substantive,0.0,0.0,0.0
2675,Man,substantive,substantive,0.0,0.0,0.0
2676,Man,substantive,substantive,0.0,0.0,0.0
2677,Man,substantive,substantive,0.0,0.0,0.0
2678,Woman,substantive,substantive,0.0,0.0,0.0
2679,Man,substantive,,0.0,,
2680,Woman,substantive,,0.0,,
2681,Woman,uncertain,substantive,1.0,0.0,0.5
2682,Woman,substantive,substantive,0.0,0.0,0.0
2683,Man,too_short,substantive,,0.0,
2684,Man,substantive,,0.0,,
2685,Man,substantive,,0.0,,
2686,Woman,substantive,substantive,0.0,0.0,0.0
2687,Man,substantive,,0.0,,
2688,Woman,uncertain,substantive,1.0,0.0,0.5
2689,Woman,missing,,,,
2690,Woman,substantive,,0.0,,
2691,Woman,uncertain,,1.0,,
2692,Woman,substantive,uncertain,0.0,1.0,0.5
2693,Woman,uncertain,substantive,1.0,0.0,0.5
2694,Man,substantive,,0.0,,
2695,Woman,substantive,,0.0,,
2696,Woman,substantive,,0.0,,
2697,Man,uncertain,substantive,1.0,0.0,0.5
2698,Man,substantive,substantive,0.0,0.0,0.0
2699,Man,too_short,,,,
2700,Woman,too_short,too_short,,,
2701,Woman,uncertain,substantive,1.0,0.0,0.5
2702,Man,substantive,,0.0,,
2703,Woman,substantive,,0.0,,
2704,Man,substantive,substantive,0.0,0.0,0.0
2705,Man,too_short,,,,
2706,Woman,too_short,substantive,,0.0,
2707,Woman,uncertain,,1.0,,
2708,Woman,substantive,,0.0,,
2709,Woman,substantive,uncertain,0.0,1.0,0.5
2710,Woman,missing,,,,
2711,Man,substantive,,0.0,,
2712,Man,substantive,substantive,0.0,0.0,0.0
2713,Man,substantive,substantive,0.0,0.0,0.0
2714,Man,substantive,substantive,0.0,0.0,0.0
2715,Man,substantive,substantive,0.0,0.0,0.0
2716,Woman,substantive,,0.0,,
2717,Woman,substantive,,0.0,,
2718,Woman,too_short,,,,
2719,Man,too_short,,,,
2720,Man,too_short,,,,
2721,Woman,too_short,,,,
2722,Man,substantive,,0.0,,
2723,Woman,uncertain,,1.0,,
2724,Man,substantive,substantive,0.0,0.0,0.0
2725,Woman,too_short,,,,
2726,Woman,substantive,substantive,0.0,0.0,0.0
2727,Man,substantive,substantive,0.0,0.0,0.0
2728,Woman,uncertain,,1.0,,
2729,Woman,substantive,,0.0,,
2730,Man,too_short,,,,
2731,Man,substantive,,0.0,,
2732,Man,substantive,missing,0.0,,
2733,Woman,uncertain,,1.0,,
2734,Woman,substantive,,0.0,,
2735,Woman,uncertain,,1.0,,
2736,Woman,substantive,substantive,0.0,0.0,0.0
2737,Woman,substantive,substantive,0.0,0.0,0.0
2738,Woman,substantive,,0.0,,
2739,Woman,substantive,,0.0,,
2740,Man,too_short,too_short,,,
2741,Woman,substantive,substantive,0.0,0.0,0.0
2742,Woman,substantive,substantive,0.0,0.0,0.0
2743,Woman,substantive,substantive,0.0,0.0,0.0
2744,Man,substantive,,0.0,,
2745,Man,substantive,,0.0,,
2746,Man,too_short,,,,
2747,Man,substantive,,0.0,,
2748,Woman,substantive,,0.0,,
2749,Woman,uncertain,,1.0,,
2750,Woman,substantive,,0.0,,
2751,Man,substantive,substantive,0.0,0.0,0.0
2752,Woman,substantive,substantive,0.0,0.0,0.0
2753,Woman,substantive,substantive,0.0,0.0,0.0
2754,Man,substantive,substantive,0.0,0.0,0.0
2755,Man,substantive,,0.0,,
2756,Woman,too_short,substantive,,0.0,
2757,Woman,too_short,,,,
2758,Woman,too_short,,,,
2759,Woman,substantive,uncertain,0.0,1.0,0.5
2760,Man,substantive,substantive,0.0,0.0,0.0
2761,Man,substantive,,0.0,,
2762,Man,substantive,,0.0,,
2763,Woman,uncertain,substantive,1.0,0.0,0.5
2764,Man,substantive,,0.0,,
2765,Woman,substantive,substantive,0.0,0.0,0.0
2766,Man,missing,,,,
2767,Man,substantive,substantive,0.0,0.0,0.0
2768,Man,substantive,uncertain,0.0,1.0,0.5
2769,Man,substantive,substantive,0.0,0.0,0.0
2770,Woman,substantive,,0.0,,
2771,Man,substantive,substantive,0.0,0.0,0.0
2772,Woman,substantive,substantive,0.0,0.0,0.0
2773,Man,substantive,substantive,0.0,0.0,0.0
2774,Woman,uncertain,substantive,1.0,0.0,0.5
2775,Man,missing,uncertain,,1.0,
2776,Man,substantive,substantive,0.0,0.0,0.0
2777,Man,substantive,too_short,0.0,,
2778,Man,substantive,,0.0,,
2779,Woman,uncertain,substantive,1.0,0.0,0.5
2780,Woman,substantive,uncertain,0.0,1.0,0.5
2781,Woman,substantive,substantive,0.0,0.0,0.0
2782,Man,substantive,,0.0,,
2783,Woman,missing,substantive,,0.0,
2784,Man,substantive,,0.0,,
2785,Man,substantive,,0.0,,
2786,Woman,uncertain,substantive,1.0,0.0,0.5
2787,Man,missing,,,,
2788,Woman,substantive,,0.0,,
2789,Woman,substantive,too_short,0.0,,
2790,Man,substantive,substantive,0.0,0.0,0.0
2791,Woman,substantive,,0.0,,
2792,Woman,missing,substantive,,0.0,
2793,Man,substantive,substantive,0.0,0.0,0.0
2794,Man,uncertain,substantive,1.0,0.0,0.5
2795,Man,too_short,,,,
2796,Woman,substantive,substantive,0.0,0.0,0.0
2797,Man,uncertain,,1.0,,
2798,Woman,substantive,substantive,0.0,0.0,0.0
2799,Woman,substantive,,0.0,,
2800,Man,substantive,,0.0,,
2801,Man,substantive,,0.0,,
2802,Woman,substantive,substantive,0.0,0.0,0.0
2803,Man,substantive,too_short,0.0,,
2804,Woman,substantive,uncertain,0.0,1.0,0.5
2805,Man,substantive,too_short,0.0,,
2806,Man,uncertain,,1.0,,
2807,Woman,substantive,,0.0,,
2808,Man,substantive,,0.0,,
2809,Woman,missing,substantive,,0.0,
2810,Woman,too_short,uncertain,,1.0,
2811,Man,missing,,,,
2812,Man,substantive,,0.0,,
2813,Woman,too_short,,,,
2814,Woman,substantive,substantive,0.0,0.0,0.0
2815,Man,uncertain,substantive,1.0,0.0,0.5
2816,Man,substantive,,0.0,,
2817,Man,substantive,substantive,0.0,0.0,0.0
2818,Woman,substantive,substantive,0.0,0.0,0.0
2819,Man,uncertain,substantive,1.0,0.0,0.5
2820,Man,substantive,,0.0,,
2821,Man,substantive,,0.0,,
2822,Woman,substantive,,0.0,,
2823,Woman,substantive,substantive,0.0,0.0,0.0
2824,Woman,substantive,,0.0,,
2825,Man,substantive,,0.0,,
2826,Woman,uncertain,,1.0,,
2827,Man,substantive,substantive,0.0,0.0,0.0
2828,Man,substantive,,0.0,,
2829,Woman,substantive,,0.0,,
2830,Man,substantive,,0.0,,
2831,Woman,missing,uncertain,,1.0,
2832,Man,substantive,substantive,0.0,0.0,0.0
2833,Woman,too_short,substantive,,0.0,
2834,Man,substantive,substantive,0.0,0.0,0.0
2835,Man,substantive,,0.0,,
2836,Woman,substantive,,0.0,,
2837,Woman,substantive,substantive,0.0,0.0,0.0
2838,Woman,substantive,substantive,0.0,0.0,0.0
2839,Man,substantive,,0.0,,
2840,Man,substantive,,0.0,,
2841,Man,substantive,,0.0,,
2842,Woman,substantive,,0.0,,
2843,Woman,uncertain,,1.0,,
2844,Man,substantive,uncertain,0.0,1.0,0.5
2845,Woman,substantive,,0.0,,
2846,Man,too_short,,,,
2847,Man,substantive,,0.0,,
2848,Man,substantive,,0.0,,
2849,Woman,substantive,substantive,0.0,0.0,0.0
2850,Man,substantive,,0.0,,
2851,Woman,uncertain,substantive,1.0,0.0,0.5
2852,Woman,substantive,substantive,0.0,0.0,0.0
2853,Woman,substantive,,0.0,,
2854,Man,uncertain,substantive,1.0,0.0,0.5
2855,Woman,uncertain,substantive,1.0,0.0,0.5
2856,Woman,substantive,substantive,0.0,0.0,0.0
2857,Woman,substantive,substantive,0.0,0.0,0.0
2858,Man,substantive,substantive,0.0,0.0,0.0
2859,Man,substantive,substantive,0.0,0.0,0.0
2860,Man,too_short,substantive,,0.0,
2861,Woman,substantive,substantive,0.0,0.0,0.0
2862,Man,substantive,,0.0,,
2863,Woman,substantive,substantive,0.0,0.0,0.0
2864,Woman,uncertain,,1.0,,
2865,Woman,substantive,substantive,0.0,0.0,0.0
2866,Woman,too_short,,,,
2867,Woman,substantive,substantive,0.0,0.0,0.0
2868,Woman,substantive,,0.0,,
2869,Woman,uncertain,substantive,1.0,0.0,0.5
2870,Woman,substantive,,0.0,,
2871,Man,substantive,,0.0,,
2872,Woman,substantive,,0.0,,
2873,Woman,substantive,substantive,0.0,0.0,0.0
2874,Man,substantive,,0.0,,
2875,Man,substantive,,0.0,,
2876,Man,uncertain,substantive,1.0,0.0,0.5
2877,Man,substantive,substantive,0.0,0.0,0.0
2878,Woman,substantive,,0.0,,
2879,Man,missing,,,,
2880,Woman,substantive,,0.0,,
2881,Woman,substantive,,0.0,,
2882,Woman,substantive,,0.0,,
2883,Man,substantive,too_short,0.0,,
2884,Man,substantive,,0.0,,
2885,Man,too_short,substantive,,0.0,
2886,Man,too_short,substantive,,0.0,
2887,Woman,uncertain,substantive,1.0,0.0,0.5
2888,Man,too_short,,,,
2889,Woman,substantive,,0.0,,
2890,Woman,uncertain,substantive,1.0,0.0,0.5
2891,Man,substantive,too_short,0.0,,
2892,Woman,substantive,substantive,0.0,0.0,0.0
2893,Woman,substantive,,0.0,,
2894,Woman,missing,,,,
2895,Woman,substantive,substantive,0.0,0.0,0.0
2896,Woman,substantive,substantive,0.0,0.0,0.0
2897,Woman,substantive,substantive,0.0,0.0,0.0
2898,Woman,uncertain,substantive,1.0,0.0,0.5
2899,Man,substantive,,0.0,,
2900,Man,substantive,,0.0,,
2901,Woman,substantive,substantive,0.0,0.0,0.0
2902,Woman,substantive,,0.0,,
2903,Woman,uncertain,substantive,1.0,0.0,0.5
2904,Woman,uncertain,,1.0,,
2905,Man,substantive,,0.0,,
2906,Man,too_short,substantive,,0.0,
2907,Man,substantive,,0.0,,
2908,Woman,substantive,too_short,0.0,,
2909,Woman,substantive,,0.0,,
2910,Woman,too_short,too_short,,,
2911,Man,substantive,,0.0,,
2912,Woman,too_short,,,,
2913,Man,substantive,substantive,0.0,0.0,0.0
2914,Man,substantive,substantive,0.0,0.0,0.0
2915,Woman,substantive,,0.0,,
2916,Man,substantive,,0.0,,
2917,Woman,substantive,substantive,0.0,0.0,0.0
2918,Man,uncertain,substantive,1.0,0.0,0.5
2919,Man,substantive,,0.0,,
2920,Man,substantive,,0.0,,
2921,Man,uncertain,,1.0,,
2922,Man,substantive,,0.0,,
2923,Man,substantive,,0.0,,
2924,Man,missing,substantive,,0.0,
2925,Woman,uncertain,,1.0,,
2926,Woman,too_short,,,,
2927,Man,uncertain,,1.0,,
2928,Woman,substantive,,0.0,,
2929,Woman,substantive,,0.0,,
2930,Man,substantive,substantive,0.0,0.0,0.0
2931,Woman,uncertain,,1.0,,
2932,Man,substantive,,0.0,,
2933,Woman,missing,,,,
2934,Man,substantive,substantive,0.0,0.0,0.0
2935,Woman,too_short,,,,
2936,Man,substantive,,0.0,,
2937,Man,substantive,,0.0,,
2938,Man,substantive,substantive,0.0,0.0,0.0
2939,Man,substantive,,0.0,,
2940,Woman,uncertain,,1.0,,
2941,Woman,substantive,,0.0,,
2942,Man,substantive,substantive,0.0,0.0,0.0
2943,Man,substantive,substantive,0.0,0.0,0.0
2944,Woman,uncertain,too_short,1.0,,
2945,Man,substantive,substantive,0.0,0.0,0.0
2946,Man,substantive,substantive,0.0,0.0,0.0
2947,Woman,uncertain,too_short,1.0,,
2948,Woman,substantive,substantive,0.0,0.0,0.0
2949,Woman,substantive,,0.0,,
2950,Woman,substantive,substantive,0.0,0.0,0.0
2951,Man,substantive,,0.0,,
2952,Woman,uncertain,,1.0,,
2953,Woman,uncertain,,1.0,,
2954,Woman,substantive,substantive,0.0,0.0,0.0
2955,Man,substantive,,0.0,,
2956,Man,substantive,uncertain,0.0,1.0,0.5
2957,Woman,substantive,substantive,0.0,0.0,0.0
2958,Man,substantive,,0.0,,
2959,Woman,substantive,substantive,0.0,0.0,0.0
2960,Man,substantive,,0.0,,
2961,Woman,substantive,too_short,0.0,,
2962,Woman,substantive,,0.0,,
2963,Man,substantive,substantive,0.0,0.0,0.0
2964,Man,substantive,substantive,0.0,0.0,0.0
2965,Man,substantive,too_short,0.0,,
2966,Woman,substantive,,0.0,,
2967,Man,substantive,,0.0,,
2968,Woman,substantive,,0.0,,
2969,Man,substantive,substantive,0.0,0.0,0.0
2970,Man,uncertain,,1.0,,
2971,Man,substantive,too_short,0.0,,
2972,Woman,too_short,substantive,,0.0,
2973,Man,too_short,uncertain,,1.0,
2974,Woman,substantive,,0.0,,
2975,Woman,substantive,,0.0,,
2976,Man,uncertain,uncertain,1.0,1.0,1.0
2977,Woman,too_short,substantive,,0.0,
2978,Woman,substantive,,0.0,,
2979,Woman,substantive,,0.0,,
2980,Woman,substantive,,0.0,,
2981,Woman,substantive,substantive,0.0,0.0,0.0
2982,Man,uncertain,,1.0,,
2983,Man,substantive,substantive,0.0,0.0,0.0
2984,Woman,uncertain,,1.0,,
2985,Woman,too_short,,,,
2986,Woman,uncertain,,1.0,,
2987,Man,substantive,substantive,0.0,0.0,0.0
2988,Woman,substantive,,0.0,,
2989,Man,substantive,,0.0,,
2990,Woman,substantive,substantive,0.0,0.0,0.0
2991,Woman,substantive,,0.0,,
2992,Man,substantive,substantive,0.0,0.0,0.0
2993,Man,substantive,substantive,0.0,0.0,0.0
2994,Man,substantive,too_short,0.0,,
2995,Woman,substantive,substantive,0.0,0.0,0.0
2996,Woman,substantive,,0.0,,
2997,Woman,substantive,substantive,0.0,0.0,0.0
2998,Woman,too_short,,,,
2999,Man,substantive,substantive,0.0,0.0,0.0
3000,Woman,uncertain,uncertain,1.0,1.0,1.0
3001,Woman,substantive,,0.0,,
3005,,,substantive,,0.0,
3007,,,substantive,,0.0,
3012,,,substantive,,0.0,
3013,,,substantive,,0.0,
3016,,,substantive,,0.0,
3017,,,substantive,,0.0,
3018,,,substantive,,0.0,
3022,,,too_short,,,
3026,,,substantive,,0.0,
3027,,,too_short,,,
3030,,,substantive,,0.0,
3032,,,substantive,,0.0,
3037,,,substantive,,0.0,
3038,,,substantive,,0.0,
3039,,,substantive,,0.0,
3040,,,substantive,,0.0,
3044,,,substantive,,0.0,
3046,,,substantive,,0.0,
3048,,,uncertain,,1.0,
3049,,,uncertain,,1.0,
3050,,,substantive,,0.0,
3051,,,uncertain,,1.0,
3052,,,uncertain,,1.0,
3053,,,substantive,,0.0,
3055,,,substantive,,0.0,
3056,,,substantive,,0.0,
3057,,,too_short,,,
3059,,,substantive,,0.0,
3060,,,substantive,,0.0,
3065,,,substantive,,0.0,
3067,,,substantive,,0.0,
3070,,,substantive,,0.0,
3076,,,substantive,,0.0,
3079,,,substantive,,0.0,
3080,,,substantive,,0.0,
3083,,,substantive,,0.0,
3085,,,substantive,,0.0,
3087,,,substantive,,0.0,
3088,,,substantive,,0.0,
3089,,,uncertain,,1.0,
3090,,,substantive,,0.0,
3093,,,substantive,,0.0,
3094,,,uncertain,,1.0,
3097,,,substantive,,0.0,
3098,,,substantive,,0.0,
3100,,,too_short,,,
3101,,,substantive,,0.0,
3102,,,substantive,,0.0,
3104,,,substantive,,0.0,
3106,,,too_short,,,
3108,,,uncertain,,1.0,
3112,,,substantive,,0.0,
3113,,,too_short,,,
3115,,,substantive,,0.0,
3116,,,uncertain,,1.0,
3117,,,substantive,,0.0,
3118,,,substantive,,0.0,
3123,,,substantive,,0.0,
3125,,,substantive,,0.0,
3129,,,substantive,,0.0,
3130,,,substantive,,0.0,
3131,,,substantive,,0.0,
3132,,,substantive,,0.0,
3134,,,substantive,,0.0,
3136,,,substantive,,0.0,
3137,,,substantive,,0.0,
3139,,,substantive,,0.0,
3140,,,substantive,,0.0,
3141,,,too_short,,,
3146,,,substantive,,0.0,
3150,,,uncertain,,1.0,
3155,,,too_short,,,
3156,,,substantive,,0.0,
3159,,,missing,,,
3160,,,substantive,,0.0,
3161,,,substantive,,0.0,
3162,,,substantive,,0.0,
3163,,,missing,,,
3164,,,uncertain,,1.0,
3167,,,substantive,,0.0,
3168,,,substantive,,0.0,
3171,,,substantive,,0.0,
3172,,,substantive,,0.0,
3179,,,substantive,,0.0,
3182,,,uncertain,,1.0,
3183,,,substantive,,0.0,
3185,,,substantive,,0.0,
3187,,,substantive,,0.0,
3188,,,substantive,,0.0,
3194,,,substantive,,0.0,
3196,,,uncertain,,1.0,
3199,,,substantive,,0.0,
3200,,,substantive,,0.0,
3201,,,substantive,,0.0,
3203,,,substantive,,0.0,
3207,,,too_short,,,
3208,,,substantive,,0.0,
3209,,,substantive,,0.0,
3213,,,uncertain,,1.0,
3216,,,substantive,,0.0,
3219,,,uncertain,,1.0,
3220,,,substantive,,0.0,
3221,,,substantive,,0.0,
3223,,,substantive,,0.0,
3225,,,uncertain,,1.0,
3226,,,substantive,,0.0,
3229,,,substantive,,0.0,
3230,,,too_short,,,
3234,,,uncertain,,1.0,
3235,,,substantive,,0.0,
3238,,,substantive,,0.0,
3239,,,too_short,,,
3241,,,uncertain,,1.0,
3243,,,substantive,,0.0,
3247,,,uncertain,,1.0,
3248,,,uncertain,,1.0,
3249,,,substantive,,0.0,
3251,,,uncertain,,1.0,
3252,,,substantive,,0.0,
3255,,,too_short,,,
3257,,,substantive,,0.0,
3258,,,substantive,,0.0,
3260,,,substantive,,0.0,
3263,,,substantive,,0.0,
3265,,,substantive,,0.0,
3266,,,substantive,,0.0,
3268,,,substantive,,0.0,
3270,,,substantive,,0.0,
3271,,,substantive,,0.0,
3273,,,substantive,,0.0,
3277,,,substantive,,0.0,
3278,,,substantive,,0.0,
3279,,,substantive,,0.0,
3280,,,uncertain,,1.0,
3281,,,substantive,,0.0,
3283,,,substantive,,0.0,
3286,,,substantive,,0.0,
3287,,,substantive,,0.0,
3289,,,uncertain,,1.0,
3290,,,substantive,,0.0,
3291,,,substantive,,0.0,
3292,,,substantive,,0.0,
3297,,,substantive,,0.0,
3298,,,substantive,,0.0,
3299,,,substantive,,0.0,
3303,,,substantive,,0.0,
3307,,,substantive,,0.0,
3308,,,uncertain,,1.0,
3310,,,substantive,,0.0,
3312,,,substantive,,0.0,
3315,,,substantive,,0.0,
3316,,,substantive,,0.0,
3320,,,too_short,,,
3322,,,substantive,,0.0,
3323,,,substantive,,0.0,
3325,,,substantive,,0.0,
3327,,,substantive,,0.0,
3328,,,substantive,,0.0,
3330,,,substantive,,0.0,
3331,,,substantive,,0.0,
3332,,,substantive,,0.0,
3335,,,substantive,,0.0,
3338,,,missing,,,
3341,,,uncertain,,1.0,
3342,,,missing,,,
3345,,,substantive,,0.0,
3346,,,substantive,,0.0,
3350,,,substantive,,0.0,
3351,,,uncertain,,1.0,
3353,,,substantive,,0.0,
3355,,,substantive,,0.0,
3357,,,uncertain,,1.0,
3363,,,substantive,,0.0,
3366,,,substantive,,0.0,
3369,,,substantive,,0.0,
3370,,,substantive,,0.0,
3372,,,substantive,,0.0,
3373,,,substantive,,0.0,
3376,,,substantive,,0.0,
3377,,,substantive,,0.0,
3380,,,substantive,,0.0,
3382,,,substantive,,0.0,
3383,,,substantive,,0.0,
3386,,,uncertain,,1.0,
3387,,,substantive,,0.0,
3389,,,substantive,,0.0,
3391,,,uncertain,,1.0,
3393,,,substantive,,0.0,
3395,,,substantive,,0.0,
3399,,,too_short,,,
3400,,,too_short,,,
3403,,,substantive,,0.0,
3405,,,substantive,,0.0,
3406,,,uncertain,,1.0,
3407,,,substantive,,0.0,
3408,,,uncertain,,1.0,
3411,,,substantive,,0.0,
3412,,,substantive,,0.0,
3413,,,substantive,,0.0,
3417,,,substantive,,0.0,
3419,,,substantive,,0.0,
3420,,,substantive,,0.0,
3428,,,too_short,,,
3430,,,substantive,,0.0,
3431,,,substantive,,0.0,
3438,,,substantive,,0.0,
3439,,,substantive,,0.0,
3440,,,uncertain,,1.0,
3441,,,substantive,,0.0,
3442,,,substantive,,0.0,
3444,,,substantive,,0.0,
3445,,,too_short,,,
3447,,,too_short,,,
3449,,,substantive,,0.0,
3450,,,substantive,,0.0,
3451,,,too_short,,,
3454,,,substantive,,0.0,
3457,,,substantive,,0.0,
3458,,,substantive,,0.0,
3459,,,uncertain,,1.0,
3461,,,substantive,,0.0,
3462,,,uncertain,,1.0,
3463,,,substantive,,0.0,
3464,,,substantive,,0.0,
3465,,,substantive,,0.0,
3467,,,too_short,,,
3471,,,uncertain,,1.0,
3472,,,uncertain,,1.0,
3474,,,substantive,,0.0,
3475,,,substantive,,0.0,
3476,,,substantive,,0.0,
3477,,,substantive,,0.0,
3478,,,uncertain,,1.0,
3479,,,substantive,,0.0,
3481,,,substantive,,0.0,
3484,,,substantive,,0.0,
3485,,,substantive,,0.0,
3486,,,substantive,,0.0,
3487,,,too_short,,,
3488,,,substantive,,0.0,
3490,,,uncertain,,1.0,
3492,,,substantive,,0.0,
3496,,,substantive,,0.0,
3501,,,substantive,,0.0,
3502,,,substantive,,0.0,
3503,,,substantive,,0.0,
3504,,,too_short,,,
3506,,,too_short,,,
3510,,,substantive,,0.0,
3512,,,substantive,,0.0,
3513,,,substantive,,0.0,
3514,,,uncertain,,1.0,
3515,,,missing,,,
3517,,,too_short,,,
3519,,,uncertain,,1.0,
3520,,,too_short,,,
3521,,,too_short,,,
3522,,,substantive,,0.0,
3523,,,substantive,,0.0,
3525,,,substantive,,0.0,
3527,,,uncertain,,1.0,
3529,,,substantive,,0.0,
3531,,,substantive,,0.0,
3532,,,substantive,,0.0,
3535,,,substantive,,0.0,
3536,,,too_short,,,
3537,,,substantive,,0.0,
3546,,,substantive,,0.0,
3548,,,uncertain,,1.0,
3549,,,substantive,,0.0,
3558,,,substantive,,0.0,
3559,,,substantive,,0.0,
3561,,,substantive,,0.0,
3564,,,substantive,,0.0,
3565,,,substantive,,0.0,
3566,,,substantive,,0.0,
3567,,,too_short,,,
3569,,,substantive,,0.0,
3570,,,substantive,,0.0,
3573,,,substantive,,0.0,
3574,,,substantive,,0.0,
3576,,,missing,,,
3579,,,substantive,,0.0,
3581,,,too_short,,,
3583,,,substantive,,0.0,
3584,,,substantive,,0.0,
3585,,,substantive,,0.0,
3587,,,uncertain,,1.0,
3590,,,substantive,,0.0,
3593,,,substantive,,0.0,
3595,,,uncertain,,1.0,
3597,,,substantive,,0.0,
3600,,,substantive,,0.0,
3601,,,missing,,,
3603,,,substantive,,0.0,
3604,,,too_short,,,
3606,,,too_short,,,
3607,,,substantive,,0.0,
3614,,,substantive,,0.0,
3617,,,substantive,,0.0,
3618,,,substantive,,0.0,
3622,,,substantive,,0.0,
3623,,,substantive,,0.0,
3624,,,substantive,,0.0,
3626,,,substantive,,0.0,
3629,,,too_short,,,
3630,,,substantive,,0.0,
3634,,,substantive,,0.0,
3635,,,substantive,,0.0,
3637,,,uncertain,,1.0,
3638,,,substantive,,0.0,
3640,,,substantive,,0.0,
3641,,,substantive,,0.0,
3642,,,too_short,,,
3645,,,substantive,,0.0,
3648,,,substantive,,0.0,
3654,,,uncertain,,1.0,
3656,,,substantive,,0.0,
3658,,,uncertain,,1.0,
3659,,,substantive,,0.0,
3660,,,too_short,,,
3661,,,substantive,,0.0,
3663,,,substantive,,0.0,
3665,,,substantive,,0.0,
3667,,,too_short,,,
3668,,,substantive,,0.0,
3671,,,uncertain,,1.0,
3673,,,uncertain,,1.0,
3674,,,substantive,,0.0,
3677,,,substantive,,0.0,
3679,,,substantive,,0.0,
3680,,,substantive,,0.0,
3682,,,too_short,,,
3683,,,uncertain,,1.0,
3684,,,substantive,,0.0,
3685,,,substantive,,0.0,
3688,,,substantive,,0.0,
3693,,,uncertain,,1.0,
3694,,,substantive,,0.0,
3695,,,substantive,,0.0,
3696,,,substantive,,0.0,
3698,,,uncertain,,1.0,
3700,,,substantive,,0.0,
3702,,,uncertain,,1.0,
3709,,,missing,,,
3714,,,substantive,,0.0,
3717,,,substantive,,0.0,
3719,,,substantive,,0.0,
3722,,,substantive,,0.0,
3724,,,substantive,,0.0,
3728,,,substantive,,0.0,
3730,,,substantive,,0.0,
3731,,,substantive,,0.0,
3733,,,substantive,,0.0,
3734,,,substantive,,0.0,
3736,,,substantive,,0.0,
3737,,,substantive,,0.0,
3738,,,substantive,,0.0,
3740,,,uncertain,,1.0,
3743,,,substantive,,0.0,
3746,,,substantive,,0.0,
3747,,,substantive,,0.0,
3748,,,substantive,,0.0,
3749,,,substantive,,0.0,
3752,,,substantive,,0.0,
3753,,,substantive,,0.0,
3755,,,substantive,,0.0,
3757,,,substantive,,0.0,
3758,,,substantive,,0.0,
3759,,,substantive,,0.0,
3764,,,substantive,,0.0,
3765,,,substantive,,0.0,
3767,,,substantive,,0.0,
3768,,,substantive,,0.0,
3769,,,substantive,,0.0,
3770,,,missing,,,
3773,,,substantive,,0.0,
3777,,,substantive,,0.0,
3782,,,substantive,,0.0,
3783,,,substantive,,0.0,
3786,,,too_short,,,
3787,,,substantive,,0.0,
3788,,,substantive,,0.0,
3790,,,substantive,,0.0,
3792,,,substantive,,0.0,
3794,,,substantive,,0.0,
3797,,,too_short,,,
3798,,,substantive,,0.0,
3801,,,missing,,,
3804,,,too_short,,,
3811,,,uncertain,,1.0,
3813,,,substantive,,0.0,
3814,,,substantive,,0.0,
3815,,,substantive,,0.0,
3817,,,substantive,,0.0,
3820,,,substantive,,0.0,
3821,,,uncertain,,1.0,
3824,,,too_short,,,
3825,,,substantive,,0.0,
3826,,,substantive,,0.0,
3827,,,substantive,,0.0,
3829,,,substantive,,0.0,
3830,,,substantive,,0.0,
3832,,,substantive,,0.0,
3833,,,substantive,,0.0,
3837,,,substantive,,0.0,
3839,,,substantive,,0.0,
3840,,,substantive,,0.0,
3841,,,substantive,,0.0,
3844,,,substantive,,0.0,
3845,,,uncertain,,1.0,
3847,,,substantive,,0.0,
3848,,,substantive,,0.0,
3849,,,substantive,,0.0,
3851,,,substantive,,0.0,
3852,,,substantive,,0.0,
3854,,,substantive,,0.0,
3856,,,uncertain,,1.0,
3858,,,substantive,,0.0,
3860,,,substantive,,0.0,
3862,,,substantive,,0.0,
3863,,,substantive,,0.0,
3864,,,substantive,,0.0,
3865,,,substantive,,0.0,
3866,,,substantive,,0.0,
3867,,,substantive,,0.0,
3868,,,uncertain,,1.0,
3869,,,substantive,,0.0,
3870,,,substantive,,0.0,
3871,,,uncertain,,1.0,
3872,,,substantive,,0.0,
3873,,,substantive,,0.0,
3876,,,too_short,,,
3877,,,substantive,,0.0,
3878,,,too_short,,,
3879,,,substantive,,0.0,
3881,,,too_short,,,
3882,,,substantive,,0.0,
3883,,,substantive,,0.0,
3887,,,too_short,,,
3888,,,substantive,,0.0,
3889,,,substantive,,0.0,
3892,,,substantive,,0.0,
3894,,,uncertain,,1.0,
3896,,,substantive,,0.0,
3897,,,substantive,,0.0,
3898,,,substantive,,0.0,
3899,,,uncertain,,1.0,
3900,,,substantive,,0.0,
3901,,,too_short,,,
3904,,,uncertain,,1.0,
3906,,,substantive,,0.0,
3908,,,substantive,,0.0,
3909,,,substantive,,0.0,
3916,,,substantive,,0.0,
3919,,,substantive,,0.0,
3920,,,substantive,,0.0,
3922,,,substantive,,0.0,
3923,,,substantive,,0.0,
3926,,,substantive,,0.0,
3927,,,substantive,,0.0,
